taxon	sp_0000	sp_0001	sp_0002	sp_0003	sp_0004	sp_0005	sp_0006	sp_0007	sp_0008	sp_0009	sp_0010	sp_0011	sp_0012	sp_0013	sp_0014	sp_0015	sp_0016	sp_0017	sp_0018	sp_0019	sp_0020	sp_0021	sp_0022	sp_0023	sp_0024	sp_0025	sp_0026	sp_0027	sp_0028	sp_0029	sp_0030	sp_0031	sp_0032	sp_0033	sp_0034	sp_0035	sp_0036	sp_0037	sp_0038	sp_0039	sp_0040	sp_0041	sp_0042	sp_0043	sp_0044	sp_0045	sp_0046	sp_0047	sp_0048	sp_0049	sp_0050	sp_0051	sp_0052	sp_0053	sp_0054	sp_0055	sp_0056	sp_0057	sp_0058	sp_0059	sp_0060	sp_0061	sp_0062	sp_0063	sp_0064	sp_0065	sp_0066	sp_0067	sp_0068	sp_0069	sp_0070	sp_0071	sp_0072	sp_0073	sp_0074	sp_0075	sp_0076	sp_0077	sp_0078	sp_0079	sp_0080	sp_0081	sp_0082	sp_0083	sp_0084	sp_0085	sp_0086	sp_0087	sp_0088	sp_0089	sp_0090	sp_0091	sp_0092	sp_0093	sp_0094	sp_0095	sp_0096	sp_0097	sp_0098	sp_0099	sp_0100	sp_0101	sp_0102	sp_0103	sp_0104	sp_0105	sp_0106	sp_0107	sp_0108	sp_0109	sp_0110	sp_0111	sp_0112	sp_0113	sp_0114	sp_0115	sp_0116	sp_0117	sp_0118	sp_0119	sp_0120	sp_0121	sp_0122	sp_0123	sp_0124	sp_0125	sp_0126	sp_0127	sp_0128	sp_0129	sp_0130	sp_0131	sp_0132	sp_0133	sp_0134	sp_0135	sp_0136	sp_0137	sp_0138	sp_0139	sp_0140	sp_0141	sp_0142	sp_0143	sp_0144	sp_0145	sp_0146	sp_0147	sp_0148	sp_0149	sp_0150	sp_0151	sp_0152	sp_0153	sp_0154	sp_0155	sp_0156	sp_0157	sp_0158	sp_0159	sp_0160	sp_0161	sp_0162	sp_0163	sp_0164	sp_0165	sp_0166	sp_0167	sp_0168	sp_0169	sp_0170	sp_0171	sp_0172	sp_0173	sp_0174	sp_0175	sp_0176	sp_0177	sp_0178	sp_0179
sp_0089	0.641167	0.609399	0.584683	0.596136	0.589441	0.598690	0.607670	0.598726	0.620279	0.324481	0.614591	0.629414	0.643059	0.767663	0.574385	0.735833	0.672933	0.667932	0.479813	0.726771	0.589866	0.514983	0.600229	0.558789	0.714774	0.648377	0.558008	0.668157	0.626328	0.594138	0.455451	0.587898	0.615938	0.631810	0.596578	0.570145	0.681498	0.651585	0.438917	0.658327	0.684650	0.612294	0.710086	0.555826	0.456586	0.748132	0.869817	0.625711	0.682908	0.685069	0.664376	0.701034	0.677326	0.594225	0.589292	0.615981	0.385760	0.643236	0.652179	0.691761	0.590424	0.446319	0.725471	0.807644	0.867251	0.819594	0.708109	0.720198	0.470445	0.524421	0.577896	0.710120	0.618237	0.778618	0.537655	0.563362	0.654639	0.597142	0.553549	0.653149	0.745531	0.765459	0.548302	0.602019	0.703537	0.568103	0.507293	0.655109	0.794849	0.000000	0.564079	0.682246	0.588798	0.523133	0.536050	0.824020	0.598969	0.636779	0.558252	0.642907	0.644853	0.451637	0.512176	0.494567	0.519341	0.630582	0.645852	0.599591	0.585055	0.670002	0.564616	0.650042	0.764019	0.723732	0.693399	0.625599	0.803843	0.642451	0.562442	0.541368	0.557655	0.679219	0.671964	0.600679	0.593804	0.721732	0.774215	0.617662	0.676340	0.502637	0.728350	0.688546	0.561559	0.671332	0.659516	0.711025	0.799949	0.601766	0.589053	0.630226	0.722777	0.604465	0.524929	0.735358	0.661393	0.465869	0.824337	0.829742	0.669991	0.648005	0.602477	0.669937	0.715079	0.510145	0.681567	0.841403	0.595085	0.708455	0.722854	0.603749	0.677261	0.641315	0.735670	0.648072	0.546925	0.509280	0.720612	0.626999	0.770991	0.490655	0.484021	0.531461	0.660655	0.594581	0.776174	0.562438	0.661508	0.667022	0.755948	0.670631
sp_0090	0.398915	0.435360	0.370356	0.405261	0.403554	0.603632	0.446981	0.422317	0.517717	0.495825	0.457121	0.326683	0.436961	0.596895	0.461775	0.450082	0.417028	0.475276	0.414451	0.448386	0.450817	0.337747	0.525291	0.511678	0.618499	0.529424	0.499345	0.566227	0.356099	0.330269	0.443781	0.519972	0.468277	0.388407	0.581686	0.339777	0.395091	0.524171	0.464307	0.607674	0.549623	0.403568	0.463450	0.456775	0.344542	0.573855	0.638389	0.575220	0.451894	0.590401	0.352165	0.555848	0.481734	0.374959	0.518501	0.516469	0.526110	0.305723	0.417667	0.581278	0.608593	0.346333	0.525394	0.475054	0.490827	0.530495	0.580682	0.595224	0.369859	0.312074	0.389463	0.568698	0.403405	0.393580	0.505982	0.405833	0.534986	0.474677	0.391569	0.663054	0.608800	0.560200	0.594921	0.367413	0.549728	0.399473	0.382681	0.554139	0.476503	0.564079	0.000000	0.481545	0.491227	0.406475	0.395795	0.569424	0.433989	0.411414	0.519714	0.511656	0.470340	0.392964	0.334375	0.447974	0.364556	0.482666	0.462426	0.468046	0.471467	0.416354	0.414138	0.383920	0.568028	0.718161	0.476246	0.485423	0.534163	0.491904	0.289771	0.448338	0.516289	0.423243	0.423275	0.429363	0.387143	0.514772	0.574087	0.438127	0.469864	0.345396	0.638638	0.410412	0.547384	0.563078	0.554059	0.542962	0.493791	0.559144	0.430281	0.560153	0.536978	0.289676	0.543249	0.449715	0.369849	0.443465	0.446674	0.622278	0.436565	0.319871	0.355935	0.526134	0.514997	0.469643	0.501593	0.580458	0.417114	0.575821	0.680995	0.330869	0.573392	0.581956	0.599684	0.372344	0.350322	0.552181	0.440208	0.250172	0.551107	0.380345	0.481892	0.467568	0.486045	0.415664	0.435970	0.518255	0.541285	0.521278	0.398934	0.392847
sp_0091	0.406542	0.554410	0.425406	0.494346	0.436713	0.572960	0.407785	0.466463	0.645975	0.506944	0.541414	0.462127	0.501964	0.540066	0.645511	0.480410	0.475891	0.390487	0.599757	0.452717	0.599667	0.532996	0.649576	0.493804	0.571591	0.635058	0.264666	0.476104	0.627721	0.632068	0.618409	0.539009	0.636892	0.434961	0.602614	0.478055	0.486973	0.434527	0.565385	0.555292	0.503046	0.394280	0.699933	0.474534	0.484489	0.706787	0.760312	0.405381	0.476698	0.554596	0.502962	0.583530	0.657669	0.459535	0.470187	0.371413	0.620692	0.464579	0.487451	0.506306	0.705895	0.366908	0.465626	0.533712	0.600541	0.651938	0.511281	0.587586	0.530859	0.417018	0.611352	0.609800	0.623543	0.435645	0.606257	0.503430	0.567158	0.646739	0.414986	0.680755	0.576117	0.558072	0.791710	0.428829	0.554257	0.386653	0.527401	0.591981	0.617790	0.682246	0.481545	0.000000	0.571873	0.380513	0.472910	0.678303	0.522162	0.399515	0.433420	0.537831	0.502643	0.467555	0.417951	0.329040	0.494529	0.568346	0.487986	0.405285	0.541626	0.644269	0.478115	0.694359	0.466449	0.743297	0.642478	0.448132	0.595620	0.568045	0.280231	0.558701	0.475675	0.508765	0.420803	0.390492	0.402874	0.528001	0.490900	0.545284	0.549687	0.446614	0.626670	0.498591	0.388569	0.486787	0.474683	0.390434	0.395902	0.443961	0.306752	0.520711	0.577514	0.344083	0.490136	0.561126	0.457388	0.477971	0.579194	0.600803	0.424371	0.538662	0.532525	0.477411	0.384787	0.521416	0.546473	0.674590	0.508552	0.581652	0.780292	0.477604	0.588497	0.674352	0.661297	0.463641	0.468441	0.581796	0.441340	0.434754	0.463960	0.418634	0.475195	0.531389	0.659838	0.472527	0.620646	0.554901	0.483438	0.459226	0.523601	0.522417
sp_0092	0.470026	0.534986	0.454191	0.691378	0.439790	0.723898	0.453117	0.586424	0.569505	0.509335	0.528446	0.549829	0.479665	0.565329	0.603963	0.674435	0.464142	0.578782	0.460783	0.543269	0.526883	0.403438	0.656709	0.503026	0.762296	0.521520	0.528297	0.551163	0.600136	0.557598	0.562063	0.627532	0.582592	0.423743	0.478435	0.504321	0.435648	0.550492	0.538542	0.743894	0.482208	0.488881	0.601789	0.520849	0.384147	0.507026	0.611243	0.590935	0.541428	0.536886	0.486389	0.554400	0.595419	0.603615	0.541315	0.685071	0.640419	0.409809	0.475660	0.595825	0.723342	0.549600	0.466841	0.549868	0.733432	0.539854	0.639455	0.766317	0.334259	0.360271	0.529048	0.489519	0.495429	0.485271	0.702069	0.511267	0.592233	0.676905	0.526344	0.586178	0.739333	0.678769	0.670546	0.485078	0.541086	0.519540	0.532730	0.414309	0.663128	0.588798	0.491227	0.571873	0.000000	0.621986	0.365223	0.774171	0.468836	0.545569	0.476159	0.537885	0.491301	0.519341	0.392960	0.509670	0.438264	0.586317	0.464133	0.496095	0.474851	0.457695	0.576518	0.547239	0.540164	0.779826	0.527351	0.617668	0.642695	0.543662	0.464984	0.365051	0.603800	0.605208	0.479478	0.551733	0.559743	0.607476	0.679565	0.588690	0.547182	0.546529	0.629429	0.505217	0.605186	0.514441	0.646554	0.626785	0.554924	0.547930	0.529575	0.609121	0.380964	0.525481	0.670115	0.407049	0.553871	0.513127	0.660381	0.531260	0.456305	0.448418	0.398373	0.495239	0.579379	0.472668	0.628094	0.588318	0.587654	0.475519	0.569796	0.552753	0.525237	0.660224	0.603817	0.577305	0.490945	0.553499	0.451383	0.529715	0.569537	0.458901	0.490816	0.393599	0.616134	0.456943	0.614733	0.464961	0.682021	0.605944	0.468814	0.662153
sp_0093	0.410847	0.522168	0.409934	0.296168	0.372181	0.504291	0.379701	0.301330	0.634175	0.391810	0.406747	0.387739	0.450066	0.541315	0.482640	0.283336	0.467992	0.487878	0.540788	0.493885	0.487150	0.458161	0.440456	0.416689	0.477404	0.532288	0.348422	0.460836	0.496354	0.512396	0.409707	0.585485	0.503617	0.450623	0.587416	0.470491	0.510413	0.537958	0.401067	0.361135	0.495941	0.382978	0.616650	0.326763	0.344524	0.643372	0.711740	0.466235	0.462261	0.510952	0.494850	0.622919	0.529129	0.335990	0.447740	0.412243	0.474408	0.393255	0.507150	0.420603	0.552264	0.308071	0.545853	0.535654	0.546835	0.731211	0.496474	0.502032	0.476978	0.395723	0.469616	0.601412	0.489307	0.529962	0.538350	0.450387	0.486075	0.540057	0.251396	0.684521	0.482427	0.511573	0.688769	0.348882	0.567950	0.425916	0.348538	0.529275	0.650322	0.523133	0.406475	0.380513	0.621986	0.000000	0.386217	0.545069	0.476950	0.415107	0.392157	0.578525	0.505252	0.299306	0.399314	0.276096	0.407563	0.505014	0.453883	0.469337	0.565951	0.582889	0.270007	0.612007	0.509334	0.708458	0.589796	0.384026	0.557472	0.506094	0.317040	0.440829	0.342578	0.414414	0.498354	0.363871	0.328205	0.503947	0.478651	0.409809	0.480894	0.428886	0.618899	0.528785	0.477413	0.526438	0.475480	0.502558	0.541588	0.428935	0.247434	0.491535	0.600312	0.296807	0.331726	0.563924	0.360094	0.453317	0.637424	0.660873	0.545301	0.516919	0.490762	0.483421	0.391158	0.368439	0.514831	0.638263	0.402452	0.540270	0.708205	0.451557	0.564716	0.618393	0.599458	0.354913	0.413943	0.457068	0.562498	0.310933	0.593387	0.348768	0.350427	0.460882	0.490455	0.504506	0.508780	0.433990	0.377237	0.545913	0.548946	0.398746
sp_0094	0.373546	0.358233	0.301745	0.480869	0.251216	0.602825	0.372809	0.437547	0.525515	0.386061	0.486968	0.374123	0.251094	0.444911	0.421406	0.458869	0.349521	0.410057	0.411407	0.355153	0.414287	0.391634	0.402830	0.331516	0.560586	0.409195	0.353997	0.462621	0.428383	0.428777	0.391647	0.539233	0.404196	0.376089	0.557612	0.415594	0.322676	0.523920	0.343663	0.495021	0.346030	0.284828	0.486008	0.407094	0.239828	0.409660	0.541469	0.441167	0.410198	0.406783	0.389981	0.431670	0.367017	0.404116	0.386308	0.467023	0.521131	0.270622	0.319398	0.309262	0.536155	0.396888	0.361436	0.473149	0.523876	0.672151	0.447780	0.520103	0.397044	0.230475	0.401555	0.411812	0.451548	0.414845	0.622302	0.401169	0.394796	0.524493	0.329080	0.541447	0.489495	0.514590	0.617445	0.390159	0.482189	0.381239	0.311640	0.342426	0.557129	0.536050	0.395795	0.472910	0.365223	0.386217	0.000000	0.558781	0.358496	0.442521	0.273035	0.367428	0.528911	0.442456	0.364480	0.415310	0.321998	0.389778	0.285132	0.386790	0.444494	0.382217	0.306375	0.495205	0.413120	0.758690	0.482537	0.387123	0.498649	0.434500	0.294097	0.327611	0.319086	0.467207	0.407378	0.391661	0.480478	0.471671	0.421514	0.437115	0.409074	0.443011	0.500691	0.491940	0.464893	0.513688	0.455234	0.509564	0.450517	0.365724	0.336590	0.451930	0.368198	0.399506	0.437872	0.374131	0.367749	0.461242	0.509558	0.465328	0.489819	0.368175	0.280583	0.297211	0.427796	0.339973	0.489103	0.497404	0.525084	0.384902	0.518157	0.470383	0.543632	0.535186	0.522662	0.395765	0.398988	0.358096	0.435696	0.333018	0.424765	0.344630	0.411975	0.333334	0.409185	0.423437	0.444119	0.390648	0.512682	0.564858	0.425412	0.415155
sp_0095	0.527551	0.535512	0.448082	0.450787	0.418755	0.653753	0.574795	0.532215	0.727191	0.712958	0.678064	0.620350	0.562853	0.565667	0.504053	0.520752	0.384395	0.732483	0.604080	0.430864	0.515994	0.608500	0.453568	0.564568	0.503953	0.577338	0.676151	0.713454	0.449128	0.531004	0.734811	0.744495	0.409543	0.584017	0.682528	0.545460	0.539095	0.576427	0.634673	0.617195	0.475975	0.444155	0.529702	0.604775	0.509072	0.673987	0.473735	0.592193	0.399464	0.595930	0.504567	0.574359	0.521220	0.524548	0.549585	0.671084	0.704390	0.512321	0.515842	0.678646	0.658832	0.565946	0.657239	0.689472	0.582916	0.845924	0.431692	0.697871	0.639261	0.592698	0.483318	0.654966	0.754267	0.565807	0.679442	0.462756	0.327576	0.649250	0.469274	0.626407	0.582707	0.483922	0.681388	0.503897	0.604712	0.615354	0.471565	0.635990	0.735877	0.824020	0.569424	0.678303	0.774171	0.545069	0.558781	0.000000	0.446598	0.564126	0.627010	0.689259	0.606151	0.572919	0.670250	0.633887	0.594030	0.639875	0.571843	0.595726	0.648075	0.631151	0.461958	0.566603	0.643666	0.773086	0.563086	0.500597	0.655190	0.734536	0.553630	0.656670	0.479017	0.580092	0.541774	0.519392	0.636630	0.437738	0.681568	0.459956	0.393105	0.615278	0.658741	0.698102	0.631782	0.793557	0.506888	0.821019	0.582015	0.588564	0.476952	0.632281	0.582280	0.525870	0.570126	0.511462	0.420298	0.793505	0.576886	0.856353	0.563435	0.489790	0.546677	0.645951	0.573072	0.605849	0.626410	0.676109	0.629190	0.649132	0.784217	0.561647	0.852538	0.580710	0.520363	0.537509	0.614750	0.587809	0.516768	0.421348	0.669974	0.714371	0.680423	0.661972	0.409377	0.619436	0.546312	0.562168	0.464405	0.712106	0.638171	0.505996
sp_0096	0.390108	0.404681	0.394960	0.423923	0.255567	0.680088	0.477378	0.502638	0.604030	0.550315	0.535280	0.485615	0.479095	0.456136	0.476515	0.580629	0.274967	0.571735	0.424169	0.341061	0.425391	0.377680	0.465611	0.352647	0.579395	0.315970	0.465560	0.506924	0.399531	0.427187	0.624075	0.548519	0.402745	0.396241	0.464086	0.455522	0.395530	0.464490	0.477398	0.608255	0.428916	0.348426	0.421417	0.492396	0.333835	0.566025	0.504756	0.423856	0.427731	0.469303	0.429718	0.347099	0.387224	0.471192	0.354537	0.548154	0.623774	0.394927	0.364754	0.548447	0.591132	0.430980	0.535657	0.574437	0.597969	0.719433	0.480686	0.668308	0.388335	0.399784	0.446490	0.483377	0.561174	0.424764	0.582990	0.318158	0.377338	0.610298	0.369704	0.451556	0.614710	0.524116	0.621425	0.468578	0.575339	0.447463	0.342952	0.537463	0.733290	0.598969	0.433989	0.522162	0.468836	0.476950	0.358496	0.446598	0.000000	0.437412	0.421342	0.523159	0.358406	0.450329	0.470465	0.443300	0.420319	0.599965	0.423137	0.363727	0.385388	0.573988	0.439565	0.562959	0.615479	0.724837	0.511713	0.513930	0.607286	0.668454	0.383463	0.506734	0.358180	0.476031	0.274490	0.453747	0.594488	0.479441	0.634824	0.406361	0.409770	0.445107	0.614435	0.515710	0.480383	0.570596	0.481242	0.710992	0.426792	0.487006	0.375633	0.438302	0.250808	0.475259	0.470688	0.419694	0.315436	0.567602	0.563495	0.608776	0.458164	0.338889	0.283018	0.515591	0.558399	0.545798	0.529015	0.607909	0.516101	0.506669	0.491528	0.449743	0.681681	0.600543	0.402064	0.572976	0.451290	0.456800	0.451847	0.382333	0.514265	0.508247	0.573858	0.426551	0.341024	0.440419	0.570640	0.460285	0.401572	0.677793	0.440269	0.462692
sp_0097	0.279853	0.500533	0.400514	0.376338	0.398646	0.542997	0.408476	0.289406	0.451040	0.462656	0.434461	0.445751	0.370426	0.422644	0.500638	0.490057	0.356034	0.511101	0.541741	0.480806	0.330982	0.468676	0.495800	0.431871	0.377042	0.512519	0.482748	0.434039	0.463191	0.469114	0.529993	0.534515	0.478648	0.447886	0.410709	0.307137	0.383939	0.494163	0.413147	0.456972	0.428102	0.270814	0.543880	0.409197	0.347374	0.612526	0.541204	0.331352	0.358063	0.497605	0.548979	0.543339	0.480590	0.390181	0.507494	0.550855	0.562066	0.333347	0.436993	0.619583	0.487294	0.320467	0.503170	0.481900	0.460260	0.583422	0.503466	0.505533	0.446056	0.339163	0.560375	0.473138	0.484051	0.330486	0.420365	0.489050	0.521650	0.612666	0.319854	0.600556	0.369752	0.341077	0.616163	0.432314	0.472294	0.409122	0.463633	0.516981	0.589858	0.636779	0.411414	0.399515	0.545569	0.415107	0.442521	0.564126	0.437412	0.000000	0.498413	0.492408	0.448732	0.401375	0.308796	0.400984	0.511875	0.540039	0.386580	0.333657	0.569260	0.586746	0.482196	0.509327	0.502405	0.558345	0.621691	0.465540	0.604961	0.452840	0.271253	0.427763	0.415413	0.551521	0.336668	0.441731	0.427746	0.382302	0.496560	0.379529	0.390422	0.474466	0.478449	0.364423	0.460893	0.397050	0.447734	0.467708	0.497052	0.347386	0.364654	0.331748	0.527043	0.343092	0.507394	0.495454	0.250648	0.412400	0.510651	0.623276	0.416092	0.394961	0.466697	0.481662	0.488245	0.493128	0.346711	0.431719	0.486131	0.432600	0.626865	0.412613	0.618005	0.556299	0.478717	0.522044	0.374723	0.403970	0.418622	0.306552	0.501486	0.410447	0.532689	0.416812	0.426772	0.461341	0.388264	0.438538	0.317177	0.541879	0.525778	0.389841
sp_0098	0.388845	0.467195	0.340299	0.512917	0.361338	0.582786	0.386412	0.514343	0.549355	0.383758	0.525341	0.484584	0.421115	0.393735	0.435184	0.518159	0.479589	0.385645	0.516030	0.418252	0.447744	0.492364	0.490257	0.293953	0.586717	0.476087	0.266227	0.353574	0.510594	0.545355	0.502620	0.463137	0.519340	0.415860	0.592009	0.501387	0.477277	0.487692	0.446432	0.452101	0.401812	0.344672	0.673436	0.469700	0.346772	0.426760	0.665663	0.413334	0.526478	0.511530	0.444541	0.409697	0.434003	0.425872	0.405689	0.437611	0.518864	0.450109	0.338772	0.320904	0.631841	0.461152	0.472429	0.585577	0.571630	0.705795	0.472407	0.460945	0.502997	0.385951	0.481947	0.462574	0.574398	0.501565	0.675152	0.475055	0.416309	0.504894	0.411135	0.541389	0.547907	0.562359	0.708714	0.412633	0.467390	0.325590	0.406703	0.527836	0.646556	0.558252	0.519714	0.433420	0.476159	0.392157	0.273035	0.627010	0.421342	0.498413	0.000000	0.463791	0.604315	0.439861	0.409285	0.422630	0.441081	0.397163	0.272429	0.410678	0.583911	0.491145	0.300842	0.634096	0.408581	0.804315	0.475266	0.323297	0.464426	0.514089	0.390337	0.419192	0.364638	0.397828	0.408120	0.380448	0.525076	0.468432	0.460453	0.457495	0.440787	0.495912	0.590385	0.596365	0.384895	0.443399	0.367670	0.488569	0.384744	0.404957	0.326238	0.489462	0.413927	0.437653	0.515486	0.548822	0.426231	0.436948	0.660788	0.612378	0.531590	0.474591	0.409771	0.379624	0.390903	0.376605	0.465438	0.619589	0.556028	0.425529	0.507385	0.501982	0.550483	0.567778	0.604022	0.497404	0.429597	0.375476	0.503192	0.437416	0.383522	0.351992	0.428019	0.357490	0.547778	0.481722	0.603568	0.388357	0.543234	0.515401	0.484644	0.542772
sp_0099	0.468804	0.329257	0.429099	0.561782	0.453957	0.610388	0.545336	0.592899	0.502749	0.462468	0.710207	0.506717	0.392599	0.582295	0.479568	0.692532	0.465014	0.334671	0.432001	0.433509	0.517726	0.513892	0.473458	0.458987	0.587481	0.534961	0.450163	0.578881	0.470388	0.566314	0.561030	0.430359	0.463306	0.462937	0.730945	0.474515	0.455012	0.568510	0.422421	0.598230	0.449866	0.394351	0.490249	0.585123	0.445083	0.522115	0.653164	0.417200	0.506874	0.482151	0.487140	0.453580	0.445460	0.508807	0.469515	0.461007	0.548956	0.500978	0.315626	0.497106	0.606159	0.439799	0.408665	0.649500	0.549857	0.736701	0.498445	0.493051	0.535463	0.350348	0.542602	0.400410	0.618206	0.488840	0.588543	0.582582	0.521268	0.590735	0.530053	0.677454	0.511499	0.538087	0.571530	0.586924	0.589846	0.358136	0.469456	0.547870	0.450009	0.642907	0.511656	0.537831	0.537885	0.578525	0.367428	0.689259	0.523159	0.492408	0.463791	0.000000	0.713598	0.624706	0.501467	0.623404	0.521794	0.412035	0.387397	0.333731	0.524835	0.484072	0.540650	0.602481	0.495641	0.738585	0.617453	0.454476	0.616060	0.491614	0.374986	0.564517	0.428103	0.628660	0.451447	0.506070	0.641897	0.508820	0.465592	0.520393	0.580229	0.506059	0.416553	0.498672	0.380526	0.605545	0.445798	0.470586	0.498476	0.409699	0.534136	0.448285	0.569683	0.548733	0.556286	0.596786	0.534248	0.468880	0.398132	0.512655	0.550776	0.422204	0.415199	0.354441	0.586865	0.563985	0.436266	0.612694	0.688000	0.535342	0.622181	0.482398	0.650464	0.513971	0.583158	0.566286	0.462189	0.419417	0.473774	0.495758	0.318381	0.438858	0.634620	0.476390	0.591234	0.450830	0.535101	0.597171	0.633608	0.603496	0.512482	0.513602
sp_0100	0.440943	0.621528	0.528818	0.498782	0.387463	0.730930	0.459086	0.446643	0.707392	0.629245	0.457495	0.519256	0.611485	0.602004	0.661837	0.579581	0.371697	0.703137	0.554163	0.529375	0.559777	0.392861	0.628476	0.517701	0.652058	0.486852	0.572046	0.562400	0.580510	0.537816	0.664202	0.699699	0.553496	0.446616	0.380707	0.512448	0.523384	0.538510	0.603985	0.692404	0.541110	0.505396	0.540748	0.460115	0.427376	0.750421	0.631187	0.537225	0.494783	0.531678	0.552756	0.625998	0.655017	0.562762	0.471862	0.674306	0.682442	0.426963	0.588796	0.694253	0.680828	0.453994	0.637296	0.536875	0.721690	0.657057	0.625826	0.836056	0.352548	0.467148	0.580641	0.641043	0.548555	0.476275	0.561434	0.395774	0.587208	0.741075	0.392476	0.623238	0.737731	0.603099	0.696997	0.480477	0.639107	0.607658	0.486115	0.550896	0.819843	0.644853	0.470340	0.502643	0.491301	0.505252	0.528911	0.606151	0.358406	0.448732	0.604315	0.713598	0.000000	0.408634	0.460461	0.386745	0.454636	0.775588	0.601624	0.498265	0.409720	0.692254	0.587365	0.636263	0.685437	0.646686	0.646783	0.677162	0.758490	0.708175	0.441229	0.517482	0.552964	0.568574	0.421061	0.567757	0.506762	0.608672	0.748766	0.504329	0.533991	0.538246	0.699570	0.498604	0.628067	0.590613	0.678064	0.743597	0.586334	0.569394	0.424647	0.544011	0.453060	0.463049	0.543280	0.454429	0.431313	0.619617	0.706468	0.674822	0.448206	0.503773	0.455990	0.633152	0.595805	0.581158	0.665546	0.659645	0.435999	0.577268	0.683328	0.492403	0.654509	0.726132	0.494055	0.588891	0.491295	0.641298	0.513602	0.470090	0.715335	0.564050	0.551415	0.497426	0.511320	0.464304	0.621780	0.497551	0.406443	0.702862	0.535896	0.588198
sp_0101	0.334217	0.538207	0.381843	0.349047	0.391732	0.449080	0.305865	0.293424	0.539696	0.359284	0.327520	0.483012	0.530874	0.512947	0.400557	0.428955	0.435268	0.579744	0.442080	0.551489	0.372124	0.334871	0.456138	0.411779	0.505664	0.487109	0.469464	0.411224	0.453222	0.494290	0.455907	0.543916	0.452184	0.359416	0.432235	0.437109	0.541167	0.459498	0.436036	0.450783	0.458208	0.428420	0.597375	0.298655	0.264151	0.584772	0.650318	0.493436	0.454785	0.516612	0.444218	0.626682	0.556539	0.366976	0.467343	0.567270	0.383795	0.413819	0.487603	0.585840	0.595855	0.347635	0.597482	0.586575	0.620457	0.556920	0.537324	0.590682	0.302877	0.402820	0.392960	0.531825	0.437093	0.530743	0.455619	0.443722	0.483306	0.524966	0.320590	0.650714	0.598211	0.512383	0.555383	0.264487	0.484969	0.421280	0.383058	0.523833	0.657274	0.451637	0.392964	0.467555	0.519341	0.299306	0.442456	0.572919	0.450329	0.401375	0.439861	0.624706	0.408634	0.000000	0.315871	0.322496	0.407166	0.526260	0.447423	0.461579	0.568216	0.517312	0.379051	0.534694	0.508773	0.572952	0.468802	0.430649	0.566203	0.498380	0.399976	0.339962	0.466875	0.382601	0.456496	0.393437	0.287741	0.437441	0.637192	0.312021	0.430669	0.455080	0.595654	0.472557	0.489004	0.436310	0.490383	0.563835	0.560557	0.472932	0.341922	0.513125	0.557263	0.304457	0.493163	0.552735	0.392531	0.389708	0.703425	0.737426	0.426495	0.451612	0.470487	0.554553	0.440058	0.314952	0.467397	0.629977	0.298181	0.496416	0.638986	0.348751	0.475352	0.555716	0.523281	0.427666	0.328613	0.446526	0.495452	0.354166	0.638105	0.340861	0.299272	0.363922	0.532104	0.423361	0.531407	0.275911	0.418933	0.483114	0.505041	0.542203
sp_0102	0.255329	0.503811	0.345617	0.484939	0.406471	0.586289	0.311346	0.339298	0.347117	0.386772	0.408321	0.366372	0.393275	0.439475	0.454292	0.484758	0.424073	0.460596	0.480447	0.494488	0.346169	0.402863	0.525241	0.434276	0.516403	0.539430	0.453846	0.365683	0.468676	0.394674	0.385661	0.469466	0.479988	0.374881	0.450201	0.311921	0.417552	0.542094	0.453578	0.458063	0.449672	0.370402	0.604839	0.427424	0.287542	0.514614	0.657875	0.453918	0.473870	0.562888	0.459045	0.556309	0.524124	0.325275	0.487490	0.524907	0.442244	0.302124	0.404353	0.533151	0.506274	0.337159	0.544407	0.456681	0.517895	0.436623	0.600488	0.498004	0.351690	0.267289	0.517827	0.480547	0.381414	0.351718	0.458360	0.441741	0.565497	0.486959	0.370836	0.602565	0.543788	0.527716	0.589657	0.372351	0.374913	0.388015	0.454971	0.496447	0.546552	0.512176	0.334375	0.417951	0.392960	0.399314	0.364480	0.670250	0.470465	0.308796	0.409285	0.501467	0.460461	0.315871	0.000000	0.377539	0.341695	0.454357	0.366890	0.437950	0.534997	0.441320	0.442757	0.450739	0.429589	0.613289	0.529780	0.447825	0.539995	0.392642	0.282800	0.297442	0.485466	0.433112	0.375114	0.471839	0.330422	0.484437	0.472906	0.417019	0.393255	0.493900	0.501885	0.441104	0.480345	0.352320	0.526087	0.382402	0.503199	0.414176	0.388434	0.418028	0.497353	0.314889	0.580202	0.481385	0.357376	0.326318	0.604918	0.612906	0.399796	0.429727	0.383417	0.451416	0.469493	0.358141	0.415408	0.435656	0.362096	0.378717	0.557171	0.359696	0.518795	0.528776	0.606769	0.442940	0.236339	0.455739	0.429732	0.352775	0.517167	0.305287	0.383368	0.282727	0.525028	0.374308	0.451204	0.341113	0.501794	0.443984	0.465057	0.480076
